## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/A2_gc_bias_subtilis.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/A2_gc_bias_subtilis_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_A2_result_subtilis_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/A2_gc_bias_subtilis.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000964.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:09:49 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


